Date,SHY,IEF,TLT
2019-05-07,83.95999908447266,106.11000061035156,124.94999694824219
2019-05-08,83.94999694824219,105.91000366210938,124.41000366210938
2019-05-09,84.0,106.19000244140625,124.91999816894531
2019-05-10,84.0199966430664,106.12000274658203,124.75
2019-05-13,84.12000274658203,106.6500015258789,125.7300033569336
2019-05-14,84.12000274658203,106.55000305175781,125.36000061035156
2019-05-15,84.18000030517578,106.88999938964844,126.12999725341797
2019-05-16,84.12999725341797,106.68000030517578,125.70999908447266
2019-05-17,84.1500015258789,106.7300033569336,125.98999786376953
2019-05-20,84.11000061035156,106.55000305175781,125.7300033569336
2019-05-21,84.06999969482422,106.43000030517578,125.52999877929688
2019-05-22,84.11000061035156,106.75,126.25
2019-05-23,84.26000213623047,107.4000015258789,127.66999816894531
2019-05-24,84.2300033569336,107.37000274658203,127.77999877929688
